TailNumber,FlightDate,Origin,Destination,FireIncident,FireStart,FireEnd,DistanceKM
N293EA,2025-07-30,MD87,Magic Valley Rgnl (KTWF),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,27.05
N293EA,2025-07-30,MD87,Roberts Fld (KRDM),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,23.59
N293EA,2025-07-26,MD87,Redding Rgnl (KRDD),Hagelstein Fire - OR98S,2025-07-14,2025-08-07,25.17
N294EA,2025-08-07,MD87,Phoenix-Mesa Gateway (KIWA),Bronco Fire - AZSCA,2025-08-03,2025-08-07,29.38
N294EA,2025-08-07,MD87,Durango-La Plata County (KDRO),Bronco Fire - AZSCA,2025-08-03,2025-08-07,8.48
N294EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.17
N294EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.98
N294EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.86
N294EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.94
N294EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.66
N294EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.68
N294EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.97
N294EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.69
N294EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.46
N294EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.02
N294EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.71
N294EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.82
N294EA,2025-08-03,MD87,Colorado Sprgs Muni (KCOS),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.03
N294EA,2025-08-03,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.53
N294EA,2025-08-03,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,25.66
N294EA,2025-08-03,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.66
N294EA,2025-08-03,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.85
N294EA,2025-08-03,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.46
N294EA,2025-08-03,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.90
N294EA,2025-08-03,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.89
N294EA,2025-08-03,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.50
N294EA,2025-08-03,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,25.79
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.48
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.35
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.26
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.60
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.59
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.49
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.38
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.65
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.02
N294EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.73
N294EA,2025-07-31,MD87,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,25.15
N294EA,2025-07-31,MD87,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,28.83
N294EA,2025-07-31,MD87,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,25.98
N294EA,2025-07-31,MD87,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,28.75
N294EA,2025-07-31,MD87,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,28.67
N294EA,2025-07-30,MD87,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,27.22
N294EA,2025-07-26,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.12
N294EA,2025-07-26,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.99
N294EA,2025-07-26,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.00
N294EA,2025-07-26,MD87,Magic Valley Rgnl (KTWF),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.62
N295EA,2025-08-07,MD87,Phoenix-Mesa Gateway (KIWA),Bronco Fire - AZSCA,2025-08-03,2025-08-07,25.94
N295EA,2025-08-07,MD87,Phoenix-Mesa Gateway (KIWA),Bronco Fire - AZSCA,2025-08-03,2025-08-07,26.78
N295EA,2025-08-07,MD87,Phoenix-Mesa Gateway (KIWA),Bronco Fire - AZSCA,2025-08-03,2025-08-07,28.42
N295EA,2025-08-07,MD87,Phoenix-Mesa Gateway (KIWA),Bronco Fire - AZSCA,2025-08-03,2025-08-07,28.53
N295EA,2025-08-06,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.53
N295EA,2025-08-06,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,17.66
N295EA,2025-08-06,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.02
N295EA,2025-08-06,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.43
N295EA,2025-08-06,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,25.88
N295EA,2025-08-06,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.43
N295EA,2025-08-06,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.73
N295EA,2025-08-06,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.45
N295EA,2025-08-05,MD87,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.45
N295EA,2025-08-05,MD87,Magic Valley Rgnl (KTWF),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.59
N295EA,2025-08-03,MD87,Near La Grande, OR,Jakes Fire - NVEKD,2025-08-01,2025-08-07,28.76
N295EA,2025-08-03,MD87,Near La Grande, OR,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,26.03
N295EA,2025-08-02,MD87,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,25.86
N295EA,2025-08-02,MD87,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,29.77
N295EA,2025-08-02,MD87,Near Battle Mountain, NV,Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.70
N295EA,2025-08-02,MD87,Near Battle Mountain, NV,Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.44
N295EA,2025-08-02,MD87,Near Battle Mountain, NV,Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.06
N295EA,2025-08-02,MD87,Magic Valley Rgnl (KTWF),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,6.92
N295EA,2025-08-02,MD87,Near Battle Mountain, NV,Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.29
N295EA,2025-08-02,MD87,Near La Grande, OR,Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,14.98
N295EA,2025-07-31,MD87,Grant County Intl (KMWH),Kinkaid Creek Complex Fire - WACOA,2025-07-31,2025-08-05,28.20
N295EA,2025-07-31,MD87,Grant County Intl (KMWH),Kinkaid Creek Fire - WACOA,2025-07-31,2025-08-03,28.20
N295EA,2025-07-31,MD87,Grant County Intl (KMWH),Kinkaid Creek Complex Fire - WACOA,2025-07-31,2025-08-05,28.56
N295EA,2025-07-31,MD87,Grant County Intl (KMWH),Kinkaid Creek Fire - WACOA,2025-07-31,2025-08-03,28.56
N295EA,2025-07-31,MD87,La Grande/Union County (KLGD),Kinkaid Creek Complex Fire - WACOA,2025-07-31,2025-08-05,25.89
N295EA,2025-07-31,MD87,La Grande/Union County (KLGD),Kinkaid Creek Fire - WACOA,2025-07-31,2025-08-03,25.89
N296EA,2025-08-07,MD87,Phoenix-Mesa Gateway (KIWA),Bronco Fire - AZSCA,2025-08-03,2025-08-07,13.39
N296EA,2025-08-07,MD87,Durango-La Plata County (KDRO),Bronco Fire - AZSCA,2025-08-03,2025-08-07,14.13
N296EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.76
N296EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.49
N296EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.79
N296EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.28
N296EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.64
N296EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.77
N296EA,2025-08-06,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.03
N296EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,22.94
N296EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.66
N296EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,26.43
N296EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.20
N296EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,25.62
N296EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.58
N296EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.27
N296EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.82
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.27
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.70
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.19
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.01
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.07
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,25.22
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,25.76
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.71
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,25.87
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Lee Fire - COWRD,2025-08-02,2025-08-07,27.83
N296EA,2025-08-04,MD87,Durango-La Plata County (KDRO),Leroux Fire - COMRD,2025-08-03,2025-08-07,28.09
N296EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),South Rim - COBCP,2025-07-10,2025-08-03,29.33
N296EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,26.64
N296EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,29.08
N296EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Leroux - COMRD,2025-08-03,2025-08-03,27.75
N296EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,27.75
N296EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.25
N296EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,25.82
N296EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,29.41
N296EA,2025-08-03,MD87,Durango-La Plata County (KDRO),South Rim - COBCP,2025-07-10,2025-08-03,28.40
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.42
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.91
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.09
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.86
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.25
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,25.96
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.15
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.34
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.66
N296EA,2025-08-02,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.49
N296EA,2025-07-28,MD87,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,28.67
N296EA,2025-07-28,MD87,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,25.55
N296EA,2025-07-28,MD87,Durango-La Plata County (KDRO),Turner Gulch - COGRD,2025-07-10,2025-08-07,26.06
N297EA,2025-08-07,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.36
N297EA,2025-08-07,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,28.90
N297EA,2025-08-07,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.34
N297EA,2025-08-07,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,29.73
N297EA,2025-08-07,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.94
N297EA,2025-08-07,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.37
N297EA,2025-08-07,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.50
N297EA,2025-08-07,MD87,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,27.64
N297EA,2025-08-07,MD87,Colorado Sprgs Muni (KCOS),Lee Fire - COWRD,2025-08-02,2025-08-07,28.55
N297EA,2025-08-06,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,27.52
N297EA,2025-08-06,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.81
N297EA,2025-08-06,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,26.12
N297EA,2025-08-06,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,29.54
N297EA,2025-08-06,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.13
N297EA,2025-08-06,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,29.69
N297EA,2025-08-06,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,27.54
N297EA,2025-08-06,MD87,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.61
N297EA,2025-08-06,MD87,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,28.59
N297EA,2025-08-06,MD87,Colorado Sprgs Muni (KCOS),Turner Gulch - COGRD,2025-07-10,2025-08-07,28.85
N297EA,2025-08-06,MD87,Colorado Sprgs Muni (KCOS),Leroux Fire - COMRD,2025-08-03,2025-08-07,23.69
N297EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,27.71
N297EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,27.92
N297EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,28.41
N297EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.76
N297EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.56
N297EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.97
N297EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.42
N297EA,2025-08-05,MD87,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.09
N297EA,2025-08-05,MD87,Colorado Sprgs Muni (KCOS),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.12
N297EA,2025-08-04,MD87,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.63
N297EA,2025-08-04,MD87,Colorado Sprgs Muni (KCOS),Lee Fire - COWRD,2025-08-02,2025-08-07,29.36
N297EA,2025-08-04,MD87,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,27.50
N297EA,2025-08-04,MD87,Colorado Sprgs Muni (KCOS),Lee Fire - COWRD,2025-08-02,2025-08-07,26.28
N297EA,2025-08-04,MD87,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.70
N297EA,2025-08-04,MD87,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.49
N297EA,2025-08-04,MD87,Colorado Sprgs Muni (KCOS),Lee Fire - COWRD,2025-08-02,2025-08-07,29.08
N297EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,26.64
N297EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.11
N297EA,2025-08-03,MD87,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,26.38
N297EA,2025-08-03,MD87,Coeur D'Alene/Pappy Boyington Fld (KCOE),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,29.04
N325AC,2025-08-03,RJ85,Battle Mountain (KBAM),Jakes Fire - NVEKD,2025-08-01,2025-08-07,18.90
N325AC,2025-08-03,RJ85,Battle Mountain (KBAM),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,29.82
N325AC,2025-08-03,Unknown,Rogue Valley Intl (KMFR),Hagelstein Fire - OR98S,2025-07-14,2025-08-07,29.94
N325AC,2025-08-03,Unknown,Rogue Valley Intl (KMFR),Jakes Fire - NVEKD,2025-08-01,2025-08-07,5.51
N325AC,2025-08-03,Unknown,Rogue Valley Intl (KMFR),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,19.75
N325AC,2025-07-31,Unknown,Grant County Intl (KMWH),Kinkaid Creek Complex Fire - WACOA,2025-07-31,2025-08-05,28.97
N325AC,2025-07-31,Unknown,Grant County Intl (KMWH),Kinkaid Creek Fire - WACOA,2025-07-31,2025-08-03,28.97
N325AC,2025-07-31,Unknown,Grant County Intl (KMWH),Kinkaid Creek Complex Fire - WACOA,2025-07-31,2025-08-05,27.61
N325AC,2025-07-31,Unknown,Grant County Intl (KMWH),Kinkaid Creek Fire - WACOA,2025-07-31,2025-08-03,27.61
N325AC,2025-07-31,Unknown,Roberts Fld (KRDM),Kinkaid Creek Complex Fire - WACOA,2025-07-31,2025-08-05,29.99
N325AC,2025-07-31,Unknown,Roberts Fld (KRDM),Kinkaid Creek Fire - WACOA,2025-07-31,2025-08-03,29.99
N325AC,2025-07-30,Unknown,Roberts Fld (KRDM),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,29.91
N355AC,2025-08-07,Unknown,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.76
N355AC,2025-08-07,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.54
N355AC,2025-08-07,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,25.39
N355AC,2025-08-07,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,29.68
N355AC,2025-08-07,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,29.32
N355AC,2025-08-07,Unknown,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.89
N355AC,2025-08-07,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,28.43
N355AC,2025-08-07,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,26.92
N355AC,2025-08-07,Unknown,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.30
N355AC,2025-08-07,Unknown,Colorado Sprgs Muni (KCOS),Lee Fire - COWRD,2025-08-02,2025-08-07,28.64
N355AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.01
N355AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,26.96
N355AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.95
N355AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.28
N355AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.61
N355AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.62
N355AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,28.95
N355AC,2025-08-06,Unknown,Colorado Sprgs Muni (KCOS),Turner Gulch - COGRD,2025-07-10,2025-08-07,28.47
N355AC,2025-08-06,Unknown,Colorado Sprgs Muni (KCOS),Leroux Fire - COMRD,2025-08-03,2025-08-07,27.79
N355AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,26.30
N355AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,27.08
N355AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,29.87
N355AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.19
N355AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.91
N355AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.03
N355AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.40
N355AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.73
N355AC,2025-08-05,Unknown,Colorado Sprgs Muni (KCOS),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.52
N355AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.95
N355AC,2025-08-04,Unknown,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,27.40
N355AC,2025-08-04,Unknown,Colorado Sprgs Muni (KCOS),Lee Fire - COWRD,2025-08-02,2025-08-07,27.21
N355AC,2025-08-04,Unknown,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.49
N355AC,2025-08-04,Unknown,Colorado Sprgs Muni (KCOS),Lee Fire - COWRD,2025-08-02,2025-08-07,29.99
