TailNumber,FlightDate,Origin,Destination,FireIncident,FireStart,FireEnd,DistanceKM
N477NA,2025-08-14,"Coeur D'Alene/Pappy Boyington Fld (KCOE)","Coeur D'Alene/Pappy Boyington Fld (KCOE)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,28.28
N477NA,2025-08-14,"Coeur D'Alene/Pappy Boyington Fld (KCOE)","Coeur D'Alene/Pappy Boyington Fld (KCOE)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,29.84
N477NA,2025-08-14,"Coeur D'Alene/Pappy Boyington Fld (KCOE)","Coeur D'Alene/Pappy Boyington Fld (KCOE)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,29.97
N477NA,2025-08-14,"Coeur D'Alene/Pappy Boyington Fld (KCOE)","Coeur D'Alene/Pappy Boyington Fld (KCOE)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,28.29
N477NA,2025-08-14,"Coeur D'Alene/Pappy Boyington Fld (KCOE)","Coeur D'Alene/Pappy Boyington Fld (KCOE)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,28.92
N477NA,2025-08-14,"Coeur D'Alene/Pappy Boyington Fld (KCOE)","Coeur D'Alene/Pappy Boyington Fld (KCOE)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,29.23
N477NA,2025-08-14,"Coeur D'Alene/Pappy Boyington Fld (KCOE)","Coeur D'Alene/Pappy Boyington Fld (KCOE)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,29.34
N477NA,2025-08-14,"Missoula Montana (KMSO)","Coeur D'Alene/Pappy Boyington Fld (KCOE)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,27.69
N478NA,2025-08-13,"Grand Junction Rgnl (KGJT)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,29.31
N478NA,2025-08-13,"Grand Junction Rgnl (KGJT)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,29.79
N478NA,2025-08-13,"Grand Junction Rgnl (KGJT)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,26.02
N478NA,2025-08-13,"Grand Junction Rgnl (KGJT)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,29.71
N478NA,2025-08-13,"Grand Junction Rgnl (KGJT)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,26.36
N478NA,2025-08-13,"Colorado Sprgs Muni (KCOS)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,28.53
N478NA,2025-08-12,"Grand Junction Rgnl (KGJT)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,29.34
N478NA,2025-08-12,"Grand Junction Rgnl (KGJT)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,28.51
N478NA,2025-08-12,"Grand Junction Rgnl (KGJT)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,28.63
N478NA,2025-08-12,"Grand Junction Rgnl (KGJT)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,28.52
N478NA,2025-08-12,"Grand Junction Rgnl (KGJT)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,25.86
N478NA,2025-08-12,"Grand Junction Rgnl (KGJT)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,27.81
N478NA,2025-08-12,"Colorado Sprgs Muni (KCOS)","Grand Junction Rgnl (KGJT)","Crosho Fire - CORTF",2025-08-11,2025-08-14,29.37
N522AX,2025-08-14,"Pocatello Rgnl (KPIH)","Pocatello Rgnl (KPIH)","Rock Fire - IDBOF",2025-08-13,2025-08-14,28.99
N522AX,2025-08-13,"Colorado Sprgs Muni (KCOS)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,27.97
N522AX,2025-08-13,"Colorado Sprgs Muni (KCOS)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,28.32
N522AX,2025-08-13,"Colorado Sprgs Muni (KCOS)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,29.10
N522AX,2025-08-13,"Colorado Sprgs Muni (KCOS)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,29.74
N522AX,2025-08-12,"Colorado Sprgs Muni (KCOS)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,29.43
N522AX,2025-08-12,"Colorado Sprgs Muni (KCOS)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,28.39
N522AX,2025-08-12,"Phoenix-Mesa Gateway (KIWA)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,25.93
N603AX,2025-08-14,"Grant County Intl (KMWH)","Grant County Intl (KMWH)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,22.36
N603AX,2025-08-14,"Grant County Intl (KMWH)","Grant County Intl (KMWH)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,27.38
N603AX,2025-08-14,"Grant County Intl (KMWH)","Grant County Intl (KMWH)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,27.80
N603AX,2025-08-13,"Helena Rgnl (KHLN)","Grant County Intl (KMWH)","Gill Gulch Fire - MTHLF",2025-08-04,2025-08-14,27.18
N603AX,2025-08-13,"Helena Rgnl (KHLN)","Grant County Intl (KMWH)","Sunset Fire - IDIDS",2025-08-13,2025-08-14,27.88
N603AX,2025-08-13,"San Bernardino Intl (KSBD)","Billings Logan Intl (KBIL)","Summer Springs Fire - MTMTS",2025-08-13,2025-08-15,7.42
N612AX,2025-08-13,"Pocatello Rgnl (KPIH)","Pocatello Rgnl (KPIH)","Rock Fire - IDBOF",2025-08-13,2025-08-14,28.02
N612AX,2025-08-13,"Grant County Intl (KMWH)","Pocatello Rgnl (KPIH)","Rock Fire - IDBOF",2025-08-13,2025-08-14,28.95
N612AX,2025-08-13,"Pocatello Rgnl (KPIH)","Grant County Intl (KMWH)","Central Ferry - WANES",2025-08-13,2025-08-14,28.25
N612AX,2025-08-13,"Pocatello Rgnl (KPIH)","Grant County Intl (KMWH)","Rock Fire - IDBOF",2025-08-13,2025-08-14,27.44
N612AX,2025-08-13,"Colorado Sprgs Muni (KCOS)","Pocatello Rgnl (KPIH)","Elkhorn Fire - Salmon-Challis National Forest - IDSCF",2025-07-29,2025-08-14,29.71
N612AX,2025-08-13,"Colorado Sprgs Muni (KCOS)","Pocatello Rgnl (KPIH)","Crosho Fire - CORTF",2025-08-11,2025-08-14,26.05
N612AX,2025-08-13,"Colorado Sprgs Muni (KCOS)","Pocatello Rgnl (KPIH)","Rock Fire - IDBOF",2025-08-13,2025-08-14,27.67
N612AX,2025-08-12,"Colorado Sprgs Muni (KCOS)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,29.52
N612AX,2025-08-12,"San Bernardino Intl (KSBD)","Colorado Sprgs Muni (KCOS)","Crosho Fire - CORTF",2025-08-11,2025-08-14,28.32
